tag,patterns,response,patterns_cleaned,patterns_french,patterns_spanish,patterns_dutch
ResourceUMatter,How can I get immediate advice for my challenges?,"Resources,MyChild Helpline, UMatter Textline",How can I get immediate advice for my challenges,Comment puis-je obtenir des conseils immédiats pour mes défis,¿Cómo puedo obtener asesoramiento inmediato para mis desafíos?,Hoe kan ik direct advies krijgen voor mijn uitdagingen?
ResourceUMatter,What steps should I take if I’m unsure how to proceed in life?,"Resources,MyChild Helpline, UMatter Textline",What steps should I take if I’m unsure how to proceed in life,Quelles mesures dois-je prendre si je ne sais pas comment procéder dans la vie ?,¿Qué pasos debo seguir si no estoy seguro de cómo proceder en la vida?,Welke stappen moet ik ondernemen als ik niet zeker weet hoe ik verder moet in het leven?
ResourceUMatter,Where can I find safe spaces to share my struggles?,"Resources,MyChild Helpline, UMatter Textline",Where can I find safe spaces to share my struggles,Où puis-je trouver des espaces sûrs pour partager mes difficultés ?,¿Dónde puedo encontrar espacios seguros para compartir mis luchas?,Waar kan ik veilige plekken vinden om mijn worstelingen te delen?
ResourceUMatter,Are there free helplines I can call for advice?,"Resources,MyChild Helpline, UMatter Textline",Are there free helplines I can call for advice,Existe-t-il des lignes d'assistance gratuites que je peux appeler pour obtenir des conseils ?,¿Existen líneas telefónicas gratuitas a las que pueda llamar para pedir asesoramiento?,Zijn er gratis hulplijnen waar ik voor advies naartoe kan bellen?
ResourceUMatter,How do I get support for feelings of loneliness?,"Resources,MyChild Helpline, UMatter Textline",How do I get support for feelings of loneliness,Comment puis-je obtenir du soutien pour les sentiments de solitude,¿Cómo puedo obtener apoyo para los sentimientos de soledad?,Hoe krijg ik steun bij gevoelens van eenzaamheid?
ResourceUMatter,What should I do if I feel like I can’t manage my problems alone?,"Resources,MyChild Helpline, UMatter Textline",What should I do if I feel like I cannot manage my problems alone,Que dois-je faire si j’ai l’impression de ne pas pouvoir gérer mes problèmes seul ?,¿Qué debo hacer si siento que no puedo manejar mis problemas solo?,Wat moet ik doen als ik het gevoel heb dat ik mijn problemen niet alleen kan oplossen?
ResourceUMatter,Are there online chat services for emotional support?,"Resources,MyChild Helpline, UMatter Textline",Are there online chat services for emotional support,Existe-t-il des services de chat en ligne pour le soutien émotionnel,¿Existen servicios de chat en línea para apoyo emocional?,Zijn er online chatdiensten voor emotionele ondersteuning?
ResourceUMatter,Who can I call if I’m feeling overwhelmed and helpless?,"Resources,MyChild Helpline, UMatter Textline",Who can I call if I’m feeling overwhelmed and helpless,Qui puis-je appeler si je me sens dépassé et impuissant ?,¿A quién puedo llamar si me siento abrumado e impotente?,Wie kan ik bellen als ik me overweldigd en hulpeloos voel?
ResourceUMatter,How do I get guidance if I’m unsure about my decisions?,"Resources,MyChild Helpline, UMatter Textline",How do I get guidance if I’m unsure about my decisions,Comment puis-je obtenir des conseils si je ne suis pas sûr de mes décisions ?,¿Cómo puedo obtener orientación si no estoy seguro de mis decisiones?,Hoe krijg ik begeleiding als ik onzeker ben over mijn beslissingen?
ResourceUMatter,What should I do if I feel disconnected from everyone?,"Resources,MyChild Helpline, UMatter Textline",What should I do if I feel disconnected from everyone,Que dois-je faire si je me sens déconnecté de tout le monde ?,¿Qué debo hacer si me siento desconectado de todos?,Wat moet ik doen als ik me van iedereen afgesloten voel?
ResourceUMatter,Where can I find free emotional support services?,"Resources,MyChild Helpline, UMatter Textline",Where can I find free emotional support services,Où puis-je trouver des services de soutien émotionnel gratuits,¿Dónde puedo encontrar servicios gratuitos de apoyo emocional?,Waar kan ik gratis emotionele ondersteuningsdiensten vinden?
ResourceUMatter,How can I talk to someone when I’m too anxious to explain myself?,"Resources,MyChild Helpline, UMatter Textline",How can I talk to someone when I’m too anxious to explain myself,Comment puis-je parler à quelqu’un lorsque je suis trop anxieux pour m’expliquer ?,¿Cómo puedo hablar con alguien cuando estoy demasiado ansioso por explicarme?,Hoe kan ik met iemand praten als ik te angstig ben om mezelf uit te leggen?
ResourceUMatter,Are there tools to help me connect with others for support?,"Resources,MyChild Helpline, UMatter Textline",Are there tools to help me connect with others for support,Existe-t-il des outils pour m'aider à me connecter avec d'autres personnes pour obtenir de l'aide ?,¿Existen herramientas que me ayuden a conectarme con otras personas para recibir apoyo?,Zijn er hulpmiddelen waarmee ik contact kan leggen met anderen voor ondersteuning?
ResourceUMatter,What are some immediate steps to take if I’m feeling isolated?,"Resources,MyChild Helpline, UMatter Textline",What are some immediate steps to take if I’m feeling isolated,Quelles sont les mesures immédiates à prendre si je me sens isolé ?,¿Cuáles son algunos pasos inmediatos que puedo tomar si me siento aislado?,Welke directe stappen kan ik nemen als ik me geïsoleerd voel?
ResourceUMatter,Where can I get professional advice without committing to therapy?,"Resources,MyChild Helpline, UMatter Textline",Where can I get professional advice without committing to therapy,Où puis-je obtenir des conseils professionnels sans m'engager dans une thérapie ?,¿Dónde puedo obtener asesoramiento profesional sin comprometerme con la terapia?,Waar kan ik professioneel advies krijgen zonder me aan therapie te binden?
ResourceUMatter,How do I find local resources for mental health support?,"Resources,MyChild Helpline, UMatter Textline",How do I find local resources for mental health support,Comment puis-je trouver des ressources locales pour le soutien en matière de santé mentale,¿Cómo puedo encontrar recursos locales de apoyo en materia de salud mental?,Hoe vind ik lokale bronnen voor geestelijke gezondheidszorg?
ResourceUMatter,What should I do if I don’t have anyone to turn to?,"Resources,MyChild Helpline, UMatter Textline",What should I do if I do not have anyone to turn to,Que dois-je faire si je n’ai personne vers qui me tourner ?,¿Qué debo hacer si no tengo a quién recurrir?,Wat moet ik doen als ik niemand heb tot wie ik mij kan wenden?
ResourceUMatter,Are there anonymous platforms for sharing feelings?,"Resources,MyChild Helpline, UMatter Textline",Are there anonymous platforms for sharing feelings,Existe-t-il des plateformes anonymes pour partager des sentiments ?,¿Existen plataformas anónimas para compartir sentimientos?,Zijn er anonieme platforms om gevoelens te delen?
ResourceUMatter,How can I find a mentor or advisor to guide me?,"Resources,MyChild Helpline, UMatter Textline",How can I find a mentor or advisor to guide me,Comment puis-je trouver un mentor ou un conseiller pour me guider,¿Cómo puedo encontrar un mentor o asesor que me guíe?,Hoe kan ik een mentor of adviseur vinden die mij begeleidt?
ResourceUMatter,Where can I access resources for personal growth?,"Resources,MyChild Helpline, UMatter Textline",Where can I access resources for personal growth,Où puis-je accéder à des ressources pour la croissance personnelle,¿Dónde puedo acceder a recursos para el crecimiento personal?,Waar kan ik toegang krijgen tot bronnen voor persoonlijke groei?
ResourceUMatter,What should I do if I’m too embarrassed to ask for help?,"Resources,MyChild Helpline, UMatter Textline",What should I do if I’m too embarrassed to ask for help,Que dois-je faire si je suis trop gêné pour demander de l’aide ?,¿Qué debo hacer si me da vergüenza pedir ayuda?,Wat moet ik doen als ik me te beschaamd voel om om hulp te vragen?
ResourceUMatter,Are there chatrooms for people who need emotional help?,"Resources,MyChild Helpline, UMatter Textline",Are there chatrooms for people who need emotional help,Existe-t-il des salles de discussion pour les personnes qui ont besoin d'aide émotionnelle ?,¿Existen salas de chat para personas que necesitan ayuda emocional?,Zijn er chatrooms voor mensen die emotionele hulp nodig hebben?
ResourceUMatter,How can I open up about my struggles when I’m scared to talk?,"Resources,MyChild Helpline, UMatter Textline",How can I open up about my struggles when I’m scared to talk,Comment puis-je parler de mes difficultés lorsque j’ai peur de parler ?,¿Cómo puedo hablar abiertamente de mis problemas cuando tengo miedo de hacerlo?,Hoe kan ik openlijk praten over mijn problemen als ik bang ben om erover te praten?
ResourceUMatter,What apps can help me connect with others who understand me?,"Resources,MyChild Helpline, UMatter Textline",What apps can help me connect with others who understand me,Quelles applications peuvent m'aider à me connecter avec d'autres personnes qui me comprennent,¿Qué aplicaciones pueden ayudarme a conectar con otras personas que me entienden?,Welke apps kunnen mij helpen om in contact te komen met anderen die mij begrijpen?
ResourceUMatter,How do I build a support system when I feel isolated?,"Resources,MyChild Helpline, UMatter Textline",How do I build a support system when I feel isolated,Comment créer un système de soutien lorsque je me sens isolé,¿Cómo construyo un sistema de apoyo cuando me siento aislado?,Hoe bouw ik een ondersteuningssysteem op als ik me geïsoleerd voel?
ResourceUMatter,Where can I ask for advice on life decisions anonymously?,"Resources,MyChild Helpline, UMatter Textline",Where can I ask for advice on life decisions anonymously,Où puis-je demander des conseils sur des décisions de vie de manière anonyme,¿Dónde puedo pedir consejos sobre decisiones de vida de forma anónima?,Waar kan ik anoniem om advies vragen over levensbeslissingen?
ResourceUMatter,How do I find someone to listen to me without judgment?,"Resources,MyChild Helpline, UMatter Textline",How do I find someone to listen to me without judgment,Comment trouver quelqu'un qui m'écoute sans jugement,¿Cómo puedo encontrar a alguien que me escuche sin juzgarme?,Hoe vind ik iemand die naar mij luistert zonder oordeel?
ResourceUMatter,Are there free resources for people feeling left out?,"Resources,MyChild Helpline, UMatter Textline",Are there free resources for people feeling left out,Existe-t-il des ressources gratuites pour les personnes qui se sentent exclues ?,¿Existen recursos gratuitos para las personas que se sienten excluidas?,Zijn er gratis bronnen voor mensen die zich buitengesloten voelen?
ResourceUMatter,What should I do if I’m struggling to find a sense of belonging?,"Resources,MyChild Helpline, UMatter Textline",What should I do if I’m struggling to find a sense of belonging,Que dois-je faire si j’ai du mal à trouver un sentiment d’appartenance ?,¿Qué debo hacer si me cuesta encontrar un sentido de pertenencia?,Wat moet ik doen als ik moeite heb om een ​​gevoel van verbondenheid te vinden?
ResourceUMatter,How can I start getting help for my emotional issues?,"Resources,MyChild Helpline, UMatter Textline",How can I start getting help for my emotional issues,Comment puis-je commencer à obtenir de l'aide pour mes problèmes émotionnels,¿Cómo puedo empezar a obtener ayuda para mis problemas emocionales?,Hoe kan ik hulp krijgen voor mijn emotionele problemen?
ResourceUMatter,Where do I turn if I feel like I have no place in the world?,"Resources,MyChild Helpline, UMatter Textline",Where do I turn if I feel like I have no place in the world,Vers qui me tourner si j'ai l'impression de n'avoir aucune place dans le monde,¿A dónde recurro si siento que no tengo lugar en el mundo?,Waar kan ik terecht als ik het gevoel heb dat ik geen plek heb in de wereld?
ResourceUMatter,How do I get support when I’m afraid to express my feelings?,"Resources,MyChild Helpline, UMatter Textline",How do I get support when I’m afraid to express my feelings,Comment obtenir du soutien lorsque j’ai peur d’exprimer mes sentiments,¿Cómo puedo obtener apoyo cuando tengo miedo de expresar mis sentimientos?,Hoe krijg ik steun als ik bang ben om mijn gevoelens te uiten?
ResourceUMatter,What are some free counseling services available to me?,"Resources,MyChild Helpline, UMatter Textline",What are some free counseling services available to me,Quels sont les services de conseil gratuits qui m'ont été offerts ?,¿Cuáles son algunos servicios de asesoramiento gratuitos disponibles para mí?,Welke gratis counselingdiensten zijn voor mij beschikbaar?
ResourceUMatter,Where can I find emotional help during tough times?,"Resources,MyChild Helpline, UMatter Textline",Where can I find emotional help during tough times,Où puis-je trouver de l'aide émotionnelle dans les moments difficiles,¿Dónde puedo encontrar ayuda emocional en tiempos difíciles?,Waar kan ik emotionele hulp vinden in moeilijke tijden?
ResourceUMatter,How can I access help discreetly for my struggles?,"Resources,MyChild Helpline, UMatter Textline",How can I access help discreetly for my struggles,Comment puis-je accéder discrètement à de l'aide pour mes difficultés,¿Cómo puedo acceder a ayuda discretamente para mis problemas?,Hoe kan ik op een discrete manier hulp krijgen voor mijn problemen?
ResourceUMatter,Are there volunteer programs for connecting with listeners?,"Resources,MyChild Helpline, UMatter Textline",Are there volunteer programs for connecting with listeners,Existe-t-il des programmes de bénévolat pour se connecter avec les auditeurs ?,¿Existen programas de voluntariado para conectar con los oyentes?,Zijn er vrijwilligersprogramma's om contact te maken met luisteraars?
ResourceUMatter,What should I do if I’m constantly feeling excluded?,"Resources,MyChild Helpline, UMatter Textline",What should I do if I’m constantly feeling excluded,Que dois-je faire si je me sens constamment exclu,¿Qué debo hacer si me siento constantemente excluido?,Wat moet ik doen als ik me constant buitengesloten voel?
Resource,Can I find contact details for child helpline services?,"Resources,MyChild Helpline",Can I find contact details for child helpline services,Puis-je trouver les coordonnées des services d'assistance téléphonique pour les enfants ?,¿Puedo encontrar los datos de contacto de los servicios de ayuda a la infancia?,Kan ik contactgegevens vinden voor kinderhulplijndiensten?
Resource,How can I get help if I’m feeling unsafe?,"Resources,MyChild Helpline",How can I get help if I’m feeling unsafe,Comment puis-je obtenir de l’aide si je ne me sens pas en sécurité ?,¿Cómo puedo obtener ayuda si me siento inseguro?,Hoe kan ik hulp krijgen als ik me onveilig voel?
Resource,How can I get help if I’m feeling unsafe?,"Resources,MyChild Helpline",How can I get help if I’m feeling unsafe,Comment puis-je obtenir de l’aide si je ne me sens pas en sécurité ?,¿Cómo puedo obtener ayuda si me siento inseguro?,Hoe kan ik hulp krijgen als ik me onveilig voel?
Resource,How can I get help if I’m feeling unsafe?,"Resources,MyChild Helpline",How can I get help if I’m feeling unsafe,Comment puis-je obtenir de l’aide si je ne me sens pas en sécurité ?,¿Cómo puedo obtener ayuda si me siento inseguro?,Hoe kan ik hulp krijgen als ik me onveilig voel?
Resource,How can I get help if I’m feeling unsafe?,"Resources,MyChild Helpline",How can I get help if I’m feeling unsafe,Comment puis-je obtenir de l’aide si je ne me sens pas en sécurité ?,¿Cómo puedo obtener ayuda si me siento inseguro?,Hoe kan ik hulp krijgen als ik me onveilig voel?
Resource,How can I get help if I’m feeling unsafe?,"Resources,MyChild Helpline",How can I get help if I’m feeling unsafe,Comment puis-je obtenir de l’aide si je ne me sens pas en sécurité ?,¿Cómo puedo obtener ayuda si me siento inseguro?,Hoe kan ik hulp krijgen als ik me onveilig voel?
Resource,Can I find contact details for child helpline services?,"Resources,MyChild Helpline",Can I find contact details for child helpline services,Puis-je trouver les coordonnées des services d'assistance aux enfants,¿Puedo encontrar datos de contacto de los servicios de la línea de asistencia infantil?,Kan ik contactgegevens vinden van de kinderhulplijn?
Resource,Where can I find a helpline for children in distress?,"Resources,MyChild Helpline",Where can I find a helpline for children in distress,Où puis-je trouver une ligne d'assistance pour les enfants en détresse,¿Dónde puedo encontrar una línea de ayuda para niños en peligro?,Waar kan ik een hulplijn vinden voor kinderen in nood?
Resource,What’s the quickest way to contact a child helpline?,"Resources,MyChild Helpline",What’s the quickest way to contact a child helpline,Quel est le moyen le plus rapide de contacter une ligne d’assistance aux enfants ?,¿Cuál es la forma más rápida de contactar con una línea de ayuda para niños?,Wat is de snelste manier om contact op te nemen met een kinderhulplijn?
Resource,How can I get in touch with someone to report child safety concerns?,"Resources,MyChild Helpline",How can I get in touch with someone to report child safety concerns,Comment puis-je contacter quelqu'un pour signaler des problèmes de sécurité des enfants ?,¿Cómo puedo ponerme en contacto con alguien para informar sobre problemas de seguridad infantil?,Hoe kan ik contact opnemen met iemand om zorgen over de veiligheid van kinderen te melden?
Resource,Are there helplines for children in danger?,"Resources,MyChild Helpline",Are there helplines for children in danger,Existe-t-il des lignes d'assistance téléphonique pour les enfants en danger ?,¿Existen líneas de ayuda para niños en peligro?,Zijn er hulplijnen voor kinderen in gevaar
Resource,Who should I call if I’m feeling unsafe as a child?,"Resources,MyChild Helpline",Who should I call if I’m feeling unsafe as a child,Qui dois-je appeler si je ne me sens pas en sécurité en tant qu’enfant ?,¿A quién debo llamar si me siento inseguro siendo un niño?,Wie moet ik bellen als ik mij als kind onveilig voel?
Resource,Can I speak to someone about child safety issues?,"Resources,MyChild Helpline",Can I speak to someone about child safety issues,Puis-je parler à quelqu'un des problèmes de sécurité des enfants ?,¿Puedo hablar con alguien sobre cuestiones de seguridad infantil?,Kan ik met iemand praten over kwesties rond de veiligheid van kinderen?
Resource,How do I contact a child protection hotline?,"Resources,MyChild Helpline",How do I contact a child protection hotline,Comment contacter une ligne d'assistance téléphonique pour la protection de l'enfance,¿Cómo puedo ponerme en contacto con una línea directa de protección infantil?,Hoe neem ik contact op met een kinderbeschermingslijn?
Resource,Where can I get help if I’m feeling unsafe at home?,"Resources,MyChild Helpline",Where can I get help if I’m feeling unsafe at home,Où puis-je obtenir de l’aide si je ne me sens pas en sécurité à la maison ?,¿Dónde puedo obtener ayuda si no me siento seguro en casa?,Waar kan ik hulp krijgen als ik me thuis onveilig voel?
Resource,Are there 24/7 child helpline services I can call?,"Resources,MyChild Helpline",Are there 24/7 child helpline services I can call,Existe-t-il des services d'assistance téléphonique pour enfants 24h/24 et 7j/7 que je peux appeler ?,"¿Existen servicios de ayuda para niños disponibles las 24 horas, los 7 días de la semana a los que pueda llamar?",Zijn er 24/7 kinderhulplijnen die ik kan bellen?
Resource,How do I report a child abuse case?,"Resources,MyChild Helpline",How do I report a child abuse case,Comment signaler un cas de maltraitance d'enfant,¿Cómo denuncio un caso de abuso infantil?,Hoe meld ik een geval van kindermishandeling?
Resource,What’s the contact number for child helplines in my country?,"Resources,MyChild Helpline",What’s the contact number for child helplines in my country,Quel est le numéro de contact des lignes d'assistance aux enfants dans mon pays ?,¿Cuál es el número de contacto de las líneas de ayuda para niños en mi país?,Wat is het contactnummer voor kinderhulplijnen in mijn land?
Resource,Can I find online chat support for children?,"Resources,MyChild Helpline",Can I find online chat support for children,Puis-je trouver une assistance par chat en ligne pour les enfants,¿Puedo encontrar soporte de chat en línea para niños?,Kan ik online chatondersteuning voor kinderen vinden?
Resource,How can I anonymously report child safety concerns?,"Resources,MyChild Helpline",How can I anonymously report child safety concerns,Comment puis-je signaler de manière anonyme des problèmes de sécurité des enfants ?,¿Cómo puedo denunciar de forma anónima problemas de seguridad infantil?,Hoe kan ik anoniem zorgen over de veiligheid van kinderen melden?
Resource,Are there resources for children in unsafe environments?,"Resources,MyChild Helpline",Are there resources for children in unsafe environments,Existe-t-il des ressources pour les enfants vivant dans des environnements dangereux ?,¿Existen recursos para niños en entornos inseguros?,Zijn er hulpmiddelen voor kinderen in onveilige omgevingen?
Resource,Where can I find a helpline specifically for kids?,"Resources,MyChild Helpline",Where can I find a helpline specifically for kids,Où puis-je trouver une ligne d'assistance spécifiquement destinée aux enfants ?,¿Dónde puedo encontrar una línea de ayuda específica para niños?,Waar kan ik een hulplijn specifiek voor kinderen vinden
Resource,What should I do if I’m feeling threatened as a child?,"Resources,MyChild Helpline",What should I do if I’m feeling threatened as a child,Que dois-je faire si je me sens menacé en tant qu’enfant ?,¿Qué debo hacer si me siento amenazado cuando soy niño?,Wat moet ik doen als ik me als kind bedreigd voel?
Resource,How do I connect with child counseling services?,"Resources,MyChild Helpline",How do I connect with child counseling services,Comment puis-je me connecter aux services de conseil aux enfants,¿Cómo puedo conectarme con servicios de asesoramiento infantil?,Hoe kom ik in contact met kinderadviesdiensten?
Resource,Is there a toll-free number for child helplines?,"Resources,MyChild Helpline",Is there a toll-free number for child helplines,Existe-t-il un numéro gratuit pour les lignes d'assistance aux enfants ?,¿Existe un número gratuito para líneas de ayuda para niños?,Is er een gratis nummer voor kinderhulplijnen?
Resource,Can I get support if I feel unsafe at school?,"Resources,MyChild Helpline",Can I get support if I feel unsafe at school,Puis-je obtenir de l’aide si je ne me sens pas en sécurité à l’école ?,¿Puedo obtener apoyo si me siento inseguro en la escuela?,Kan ik ondersteuning krijgen als ik mij onveilig voel op school?
Resource,How do I contact a crisis hotline for children?,"Resources,MyChild Helpline",How do I contact a crisis hotline for children,Comment puis-je contacter une ligne d'assistance téléphonique de crise pour les enfants,¿Cómo puedo comunicarme con una línea directa de crisis para niños?,Hoe neem ik contact op met een crisislijn voor kinderen?
Resource,Are there helplines for reporting neglect or abuse?,"Resources,MyChild Helpline",Are there helplines for reporting neglect or abuse,Existe-t-il des lignes d'assistance pour signaler des cas de négligence ou de maltraitance ?,¿Existen líneas telefónicas de ayuda para denunciar casos de negligencia o abuso?,Zijn er hulplijnen voor het melden van verwaarlozing of mishandeling?
Resource,How can I find emergency services for children in danger?,"Resources,MyChild Helpline",How can I find emergency services for children in danger,Comment puis-je trouver des services d'urgence pour les enfants en danger,¿Cómo puedo encontrar servicios de emergencia para niños en peligro?,Hoe kan ik hulpdiensten vinden voor kinderen in gevaar?
Resource,Where do I turn if I feel unsafe and can’t talk to anyone?,"Resources,MyChild Helpline",Where do I turn if I feel unsafe and cannot talk to anyone,Où puis-je me tourner si je ne me sens pas en sécurité et que je ne peux parler à personne ?,¿A dónde recurro si me siento inseguro y no puedo hablar con nadie?,Waar kan ik terecht als ik mij onveilig voel en met niemand kan praten?
Resource,What helpline should I call if I see a child in need?,"Resources,MyChild Helpline",What helpline should I call if I see a child in need,Quelle ligne d'assistance dois-je appeler si je vois un enfant dans le besoin ?,¿A qué línea de ayuda debo llamar si veo a un niño necesitado?,Welke hulplijn moet ik bellen als ik een kind in nood zie?
Resource,How do I get immediate help for child safety concerns?,"Resources,MyChild Helpline",How do I get immediate help for child safety concerns,Comment puis-je obtenir une aide immédiate en cas de problème de sécurité des enfants ?,¿Cómo puedo obtener ayuda inmediata para problemas de seguridad infantil?,Hoe krijg ik onmiddellijk hulp bij zorgen over de veiligheid van mijn kind?
Resource,Where can I find helplines for kids feeling unsafe?,"Resources,MyChild Helpline",Where can I find helplines for kids feeling unsafe,Où puis-je trouver des lignes d'assistance pour les enfants qui ne se sentent pas en sécurité ?,¿Dónde puedo encontrar líneas de ayuda para niños que se sienten inseguros?,Waar kan ik hulplijnen vinden voor kinderen die zich onveilig voelen?
Resource,Can I access child helpline services through texting?,"Resources,MyChild Helpline",Can I access child helpline services through texting,Puis-je accéder aux services d'assistance téléphonique pour enfants par SMS ?,¿Puedo acceder a los servicios de ayuda para niños a través de mensajes de texto?,Kan ik via sms toegang krijgen tot de diensten van de kinderhulplijn?
Resource,How can I report an unsafe situation involving a child?,"Resources,MyChild Helpline",How can I report an unsafe situation involving a child,Comment puis-je signaler une situation dangereuse impliquant un enfant,¿Cómo puedo denunciar una situación insegura que involucre a un niño?,Hoe kan ik een onveilige situatie met betrekking tot een kind melden?
Resource,What’s the best way to get in touch with child support services?,"Resources,MyChild Helpline",What’s the best way to get in touch with child support services,Quelle est la meilleure façon de contacter les services de soutien aux enfants,¿Cuál es la mejor manera de ponerse en contacto con los servicios de manutención infantil?,Wat is de beste manier om contact op te nemen met kinderalimentatiediensten?
Resource,Are there specific helplines for runaway children?,"Resources,MyChild Helpline",Are there specific helplines for runaway children,Existe-t-il des lignes d'assistance spécifiques pour les enfants fugueurs ?,¿Existen líneas de ayuda específicas para niños fugitivos?,Zijn er specifieke hulplijnen voor weggelopen kinderen?
Resource,How can I ensure my call to a child helpline remains confidential?,"Resources,MyChild Helpline",How can I ensure my call to a child helpline remains confidential,Comment puis-je garantir que mon appel à une ligne d'assistance aux enfants reste confidentiel ?,¿Cómo puedo garantizar que mi llamada a una línea de ayuda para niños permanezca confidencial?,Hoe kan ik ervoor zorgen dat mijn telefoontje naar een kinderhulplijn vertrouwelijk blijft?
Resource,Where can I find a directory of child helpline services?,"Resources,MyChild Helpline",Where can I find a directory of child helpline services,Où puis-je trouver un répertoire des services d'assistance téléphonique pour les enfants,¿Dónde puedo encontrar un directorio de servicios de ayuda para niños?,Waar kan ik een overzicht vinden van kinderhulplijndiensten?
Resource,How do I find local helpline numbers for child welfare?,"Resources,MyChild Helpline",How do I find local helpline numbers for child welfare,Comment puis-je trouver les numéros d'assistance téléphonique locaux pour la protection de l'enfance ?,¿Cómo puedo encontrar los números de teléfono de las líneas de ayuda locales para el bienestar infantil?,Hoe vind ik lokale hulplijnnummers voor kinderwelzijn?
Resource,Are there international helplines for children?,"Resources,MyChild Helpline",Are there international helplines for children,Existe-t-il des lignes d'assistance internationales pour les enfants ?,¿Existen líneas telefónicas internacionales de ayuda para niños?,Zijn er internationale hulplijnen voor kinderen?
Resource,Can I call a child helpline from any phone?,"Resources,MyChild Helpline",Can I call a child helpline from any phone,Puis-je appeler une ligne d'assistance aux enfants à partir de n'importe quel téléphone ?,¿Puedo llamar a una línea de ayuda infantil desde cualquier teléfono?,Kan ik vanaf elke telefoon een kinderhulplijn bellen?
Resource,What should I do if I suspect child abuse?,"Resources,MyChild Helpline",What should I do if I suspect child abuse,Que dois-je faire si je soupçonne une maltraitance envers un enfant ?,¿Qué debo hacer si sospecho de abuso infantil?,Wat moet ik doen als ik kindermishandeling vermoed?
Resource,How do I reach out to a child safety advisor?,"Resources,MyChild Helpline",How do I reach out to a child safety advisor,Comment puis-je contacter un conseiller en sécurité de l'enfance ?,¿Cómo puedo comunicarme con un asesor de seguridad infantil?,Hoe kan ik contact opnemen met een kinderveiligheidsadviseur?
Resource,Where can I talk to someone if I feel unsafe at home?,"Resources,MyChild Helpline",Where can I talk to someone if I feel unsafe at home,Où puis-je parler à quelqu'un si je ne me sens pas en sécurité à la maison ?,¿Dónde puedo hablar con alguien si no me siento seguro en casa?,Waar kan ik met iemand praten als ik me thuis onveilig voel?
Resource,Can I find helplines that offer free advice to children?,"Resources,MyChild Helpline",Can I find helplines that offer free advice to children,Puis-je trouver des lignes d'assistance qui offrent des conseils gratuits aux enfants,¿Puedo encontrar líneas de ayuda que ofrezcan asesoramiento gratuito a los niños?,Kan ik hulplijnen vinden die gratis advies aan kinderen bieden?
Resource,How do I get help for a friend who’s feeling unsafe?,"Resources,MyChild Helpline",How do I get help for a friend who’s feeling unsafe,Comment puis-je obtenir de l’aide pour un ami qui ne se sent pas en sécurité ?,¿Cómo puedo obtener ayuda para un amigo que se siente inseguro?,Hoe krijg ik hulp voor een vriend die zich onveilig voelt?
Resource,Are there helplines for children dealing with bullying?,"Resources,MyChild Helpline",Are there helplines for children dealing with bullying,Existe-t-il des lignes d'assistance pour les enfants victimes d'intimidation ?,¿Existen líneas de ayuda para niños que sufren acoso escolar?,Zijn er hulplijnen voor kinderen die te maken hebben met pesten?
Resource,How can I contact support for children in crisis?,"Resources,MyChild Helpline",How can I contact support for children in crisis,Comment puis-je contacter le service d'assistance aux enfants en crise ?,¿Cómo puedo contactar con el servicio de apoyo para niños en crisis?,Hoe kan ik contact opnemen met ondersteuning voor kinderen in crisis?
Resource,What’s the process for reporting unsafe conditions for kids?,"Resources,MyChild Helpline",What’s the process for reporting unsafe conditions for kids,Quelle est la procédure à suivre pour signaler des conditions dangereuses pour les enfants ?,¿Cuál es el proceso para denunciar condiciones inseguras para los niños?,Wat is het proces voor het melden van onveilige situaties voor kinderen?
Resource,Where can I turn for help if I’m worried about my safety?,"Resources,MyChild Helpline",Where can I turn for help if I’m worried about my safety,Où puis-je me tourner pour obtenir de l’aide si je m’inquiète pour ma sécurité ?,¿A dónde puedo acudir en busca de ayuda si me preocupa mi seguridad?,Waar kan ik terecht voor hulp als ik me zorgen maak over mijn veiligheid?
Resource,Can I access helpline services as a teenager?,"Resources,MyChild Helpline",Can I access helpline services as a teenager,Puis-je accéder aux services d’assistance téléphonique en tant qu’adolescent ?,¿Puedo acceder a los servicios de ayuda telefónica siendo adolescente?,Kan ik als tiener toegang krijgen tot hulplijndiensten?
Resource,What helpline should I contact for emergency child care?,"Resources,MyChild Helpline",What helpline should I contact for emergency child care,Quelle ligne d'assistance dois-je contacter pour une garde d'enfant d'urgence,¿A qué línea de ayuda debo contactar para el cuidado infantil de emergencia?,Welke hulplijn moet ik bellen voor spoedeisende kinderopvang?
Resource,Are there child helplines available during holidays?,"Resources,MyChild Helpline",Are there child helplines available during holidays,Existe-t-il des lignes d'assistance téléphonique pour les enfants disponibles pendant les vacances ?,¿Hay líneas telefónicas de ayuda para niños disponibles durante las vacaciones?,Zijn er kinderhulplijnen beschikbaar tijdens de vakanties?
Resource,How can I call for help if I’m scared to talk?,"Resources,MyChild Helpline",How can I call for help if I’m scared to talk,Comment puis-je appeler à l’aide si j’ai peur de parler ?,¿Cómo puedo pedir ayuda si tengo miedo de hablar?,Hoe kan ik om hulp roepen als ik bang ben om te praten?
