tag,patterns,response,patterns_cleaned,patterns_french,patterns_spanish,patterns_dutch
Resilient,I approach life with resilience and confidence.,"My Diary,Arcade",I approach life with resilience and confidence,J'aborde la vie avec résilience et confiance,Abordo la vida con resiliencia y confianza.,Ik benader het leven met veerkracht en vertrouwen
Resilient,I trust in my ability to rise above adversity.,"My Diary,Arcade",I trust in my ability to rise above adversity,J'ai confiance en ma capacité à surmonter l'adversité,Confío en mi capacidad para superar la adversidad.,Ik vertrouw erop dat ik boven tegenspoed kan uitstijgen
Resilient,I learn and adapt when things don’t go as planned.,"My Diary,Arcade",I learn and adapt when things do not go as planned,J'apprends et m'adapte lorsque les choses ne se passent pas comme prévu,Aprendo y me adapto cuando las cosas no salen según lo planeado.,Ik leer en pas me aan als dingen niet gaan zoals gepland
Resilient,I persevere with hope and courage.,"My Diary,Arcade",I persevere with hope and courage,Je persévère avec espoir et courage,Persevero con esperanza y coraje.,Ik volhard met hoop en moed
Resilient,I embrace the process of overcoming struggles.,"My Diary,Arcade",I embrace the process of overcoming struggles,J'accepte le processus de dépassement des difficultés,Abrazo el proceso de superar las luchas.,Ik omarm het proces van het overwinnen van worstelingen
Resilient,I believe that I am stronger than any challenge.,"My Diary,Arcade",I believe that I am stronger than any challenge,Je crois que je suis plus fort que n'importe quel défi,Creo que soy más fuerte que cualquier desafío.,Ik geloof dat ik sterker ben dan welke uitdaging dan ook
Resilient,I face uncertainty with unwavering strength.,"My Diary,Arcade",I face uncertainty with unwavering strength,J'affronte l'incertitude avec une force inébranlable,Afronto la incertidumbre con una fuerza inquebrantable,Ik ga onzekerheid met onwrikbare kracht tegemoet
Resilient,I rise above the trials that come my way.,"My Diary,Arcade",I rise above the trials that come my way,Je m'élève au-dessus des épreuves qui se présentent à moi,Me elevo por encima de las pruebas que se me presentan.,Ik overstijg de beproevingen die op mijn pad komen
Resilient,I adapt and thrive in the face of difficulties.,"My Diary,Arcade",I adapt and thrive in the face of difficulties,Je m'adapte et je m'épanouis face aux difficultés,Me adapto y prospero ante las dificultades.,Ik pas me aan en gedij in het aangezicht van moeilijkheden
Resilient,"I keep moving forward, even when it’s tough.","My Diary,Arcade","I keep moving forward, even when it’s tough","Je continue d'avancer, même quand c'est difficile","Sigo adelante, incluso cuando es difícil","Ik blijf vooruitgaan, zelfs als het moeilijk is"
Resilient,I use setbacks as fuel for my progress.,"My Diary,Arcade",I use setbacks as fuel for my progress,J'utilise les échecs comme carburant pour mes progrès,Utilizo los reveses como combustible para mi progreso.,Ik gebruik tegenslagen als brandstof voor mijn vooruitgang
Resilient,I embrace the growth that comes with hardship.,"My Diary,Arcade",I embrace the growth that comes with hardship,J'accepte la croissance qui accompagne les difficultés,Acepto el crecimiento que viene con las dificultades.,Ik omarm de groei die gepaard gaat met tegenslag
Resilient,I stay determined even when the odds are against me.,"My Diary,Arcade",I stay determined even when the odds are against me,Je reste déterminé même lorsque les chances sont contre moi,Me mantengo decidido incluso cuando las probabilidades están en mi contra.,"Ik blijf vastberaden, zelfs als de kansen tegen mij zijn"
Resilient,I trust in my inner resilience to face anything.,"My Diary,Arcade",I trust in my inner resilience to face anything,J'ai confiance en ma résilience intérieure pour faire face à tout,Confío en mi resiliencia interior para afrontar cualquier cosa.,Ik vertrouw op mijn innerlijke veerkracht om alles het hoofd te bieden
Resilient,I keep pushing through when others stop.,"My Diary,Arcade",I keep pushing through when others stop,Je continue à avancer quand les autres s'arrêtent,Sigo adelante cuando otros se detienen,Ik blijf doorgaan als anderen stoppen
Resilient,I learn and grow from my mistakes.,"My Diary,Arcade",I learn and grow from my mistakes,J'apprends et je grandis de mes erreurs,Aprendo y crezco de mis errores.,Ik leer en groei van mijn fouten
Resilient,I rise above negativity with grace and strength.,"My Diary,Arcade",I rise above negativity with grace and strength,Je m'élève au-dessus de la négativité avec grâce et force,Me elevo por encima de la negatividad con gracia y fuerza.,Ik verhef mij boven negativiteit met gratie en kracht
Resilient,I approach challenges with clarity and focus.,"My Diary,Arcade",I approach challenges with clarity and focus,J'aborde les défis avec clarté et concentration,Abordo los desafíos con claridad y enfoque.,Ik pak uitdagingen aan met helderheid en focus
Resilient,I am stronger because of the difficulties I’ve faced.,"My Diary,Arcade",I am stronger because of the difficulties I have faced,Je suis plus fort grâce aux difficultés auxquelles j'ai été confronté,Soy más fuerte por las dificultades que he enfrentado.,Ik ben sterker geworden door de moeilijkheden waarmee ik te maken heb gehad
Resilient,"I stay motivated, even during tough times.","My Diary,Arcade","I stay motivated, even during tough times","Je reste motivé, même dans les moments difficiles","Me mantengo motivado, incluso en tiempos difíciles.","Ik blijf gemotiveerd, zelfs in moeilijke tijden"
Resilient,I use every challenge to discover my potential.,"My Diary,Arcade",I use every challenge to discover my potential,J'utilise chaque défi pour découvrir mon potentiel,Aprovecho cada desafío para descubrir mi potencial,Ik gebruik elke uitdaging om mijn potentieel te ontdekken
Resilient,I thrive when faced with difficult situations.,"My Diary,Arcade",I thrive when faced with difficult situations,Je m'épanouis face à des situations difficiles,Prospero cuando me enfrento a situaciones difíciles.,Ik gedij goed als ik met moeilijke situaties word geconfronteerd
Resilient,I find inspiration in overcoming struggles.,"My Diary,Arcade",I find inspiration in overcoming struggles,Je trouve l'inspiration en surmontant les difficultés,Encuentro inspiración en superar las luchas.,Ik vind inspiratie in het overwinnen van problemen
Resilient,I approach adversity with confidence and hope.,"My Diary,Arcade",I approach adversity with confidence and hope,J'aborde l'adversité avec confiance et espoir,Afronto la adversidad con confianza y esperanza.,Ik ga tegenspoed tegemoet met vertrouwen en hoop
Resilient,I rise above challenges with courage and strength.,"My Diary,Arcade",I rise above challenges with courage and strength,Je relève les défis avec courage et force,Supero los desafíos con coraje y fuerza.,Ik overwin uitdagingen met moed en kracht
Resilient,I face every obstacle with resilience and resolve.,"My Diary,Arcade",I face every obstacle with resilience and resolve,J'affronte chaque obstacle avec résilience et détermination,Afronto cada obstáculo con resiliencia y determinación.,Ik ga elk obstakel aan met veerkracht en vastberadenheid
Resilient,I adapt to life’s twists and turns with grace.,"My Diary,Arcade",I adapt to life’s twists and turns with grace,Je m'adapte aux aléas de la vie avec grâce,Me adapto a los giros y vueltas de la vida con gracia.,Ik pas mij met gratie aan de wendingen van het leven aan
Resilient,I believe in my ability to overcome setbacks.,"My Diary,Arcade",I believe in my ability to overcome setbacks,Je crois en ma capacité à surmonter les échecs,Creo en mi capacidad para superar los reveses.,Ik geloof in mijn vermogen om tegenslagen te overwinnen
Resilient,I refuse to let hardships hold me back.,"My Diary,Arcade",I refuse to let hardships hold me back,Je refuse de laisser les difficultés me retenir,Me niego a dejar que las dificultades me detengan.,Ik weiger om me door tegenslagen te laten tegenhouden
Resilient,I rise stronger from every challenge I encounter.,"My Diary,Arcade",I rise stronger from every challenge I encounter,Je me lève plus fort de chaque défi que je rencontre,Me levanto más fuerte de cada desafío que enfrento.,Ik word sterker van elke uitdaging die ik tegenkom
Resilient,I see difficulties as opportunities to evolve.,"My Diary,Arcade",I see difficulties as opportunities to evolve,Je vois les difficultés comme des opportunités d'évoluer,Veo las dificultades como oportunidades para evolucionar,Ik zie moeilijkheden als kansen om te evolueren
Resilient,I remain focused on my goals despite adversity.,"My Diary,Arcade",I remain focused on my goals despite adversity,Je reste concentré sur mes objectifs malgré l'adversité,Me mantengo centrado en mis objetivos a pesar de la adversidad.,Ik blijf gefocust op mijn doelen ondanks tegenslagen
Resilient,I approach life with courage and determination.,"My Diary,Arcade",I approach life with courage and determination,J'aborde la vie avec courage et détermination,Afronto la vida con coraje y determinación.,Ik benader het leven met moed en vastberadenheid
Resilient,I trust in my inner strength to guide me.,"My Diary,Arcade",I trust in my inner strength to guide me,J'ai confiance en ma force intérieure pour me guider,Confío en mi fuerza interior para guiarme.,Ik vertrouw erop dat mijn innerlijke kracht mij zal leiden
Resilient,I use challenges to fuel my motivation.,"My Diary,Arcade",I use challenges to fuel my motivation,J'utilise les défis pour alimenter ma motivation,Utilizo desafíos para alimentar mi motivación.,Ik gebruik uitdagingen om mijn motivatie te voeden
Resilient,I remain calm and composed under pressure.,"My Diary,Arcade",I remain calm and composed under pressure,Je reste calme et serein sous pression,Mantengo la calma y la compostura bajo presión.,Ik blijf kalm en beheerst onder druk
Resilient,I embrace failure as a step toward success.,"My Diary,Arcade",I embrace failure as a step toward success,J'accepte l'échec comme une étape vers le succès,Acepto el fracaso como un paso hacia el éxito.,Ik omarm falen als een stap naar succes
Resilient,I am resilient in the face of unexpected events.,"My Diary,Arcade",I am resilient in the face of unexpected events,Je suis résilient face aux événements inattendus,Soy resiliente ante eventos inesperados,Ik ben veerkrachtig in het aangezicht van onverwachte gebeurtenissen
Resilient,I grow stronger through every challenge I face.,"My Diary,Arcade",I grow stronger through every challenge I face,Je deviens plus fort à travers chaque défi auquel je suis confronté,Me hago más fuerte a través de cada desafío que enfrento.,Ik word sterker door elke uitdaging die ik tegenkom
Resilient,I find strength in moments of adversity.,"My Diary,Arcade",I find strength in moments of adversity,Je trouve de la force dans les moments d'adversité,Encuentro fuerza en momentos de adversidad.,Ik vind kracht in momenten van tegenspoed
Resilient,I remain optimistic when facing difficulties.,"My Diary,Arcade",I remain optimistic when facing difficulties,Je reste optimiste face aux difficultés,Me mantengo optimista ante las dificultades,Ik blijf optimistisch als ik met moeilijkheden word geconfronteerd
Resilient,I thrive on turning problems into solutions.,"My Diary,Arcade",I thrive on turning problems into solutions,Je m'efforce de transformer les problèmes en solutions,Me encanta convertir los problemas en soluciones.,Ik gedij bij het omzetten van problemen in oplossingen
Resilient,I am resourceful in overcoming obstacles.,"My Diary,Arcade",I am resourceful in overcoming obstacles,Je suis débrouillard pour surmonter les obstacles,Soy ingenioso para superar obstáculos.,Ik ben vindingrijk in het overwinnen van obstakels
Resilient,"I stay focused on my purpose, no matter what.","My Diary,Arcade","I stay focused on my purpose, no matter what","Je reste concentré sur mon objectif, quoi qu'il arrive","Me mantengo enfocado en mi propósito, pase lo que pase.","Ik blijf gefocust op mijn doel, wat er ook gebeurt"
Resilient,I trust in my ability to recover and rebuild.,"My Diary,Arcade",I trust in my ability to recover and rebuild,J'ai confiance en ma capacité à me rétablir et à reconstruire,Confío en mi capacidad para recuperarme y reconstruirme.,Ik vertrouw op mijn vermogen om te herstellen en te herbouwen
Resilient,I persevere through adversity with confidence.,"My Diary,Arcade",I persevere through adversity with confidence,Je persévère dans l'adversité avec confiance,Persevero a través de la adversidad con confianza.,Ik volhard met vertrouwen in tegenspoed
Resilient,I rise above struggles with an unshakable will.,"My Diary,Arcade",I rise above struggles with an unshakable will,Je m'élève au-dessus des luttes avec une volonté inébranlable,Me elevo por encima de las luchas con una voluntad inquebrantable.,Ik verhef mij boven de strijd met een onwrikbare wil
Resilient,I embrace every opportunity to overcome challenges.,"My Diary,Arcade",I embrace every opportunity to overcome challenges,Je saisis toutes les occasions de surmonter les défis,Aprovecho cada oportunidad para superar los desafíos.,Ik grijp elke kans aan om uitdagingen te overwinnen
Resilient,I remain steadfast in my pursuit of success.,"My Diary,Arcade",I remain steadfast in my pursuit of success,Je reste déterminé dans ma quête du succès,Me mantengo firme en mi búsqueda del éxito.,Ik blijf standvastig in mijn streven naar succes
Resilient,I take on challenges with a fearless mindset.,"My Diary,Arcade",I take on challenges with a fearless mindset,Je relève les défis avec un état d'esprit sans peur,Afronto los desafíos con una mentalidad valiente.,Ik ga uitdagingen aan met een onbevreesde mentaliteit
Resilient,I grow stronger and wiser through adversity.,"My Diary,Arcade",I grow stronger and wiser through adversity,Je deviens plus fort et plus sage à travers l'adversité,Me vuelvo más fuerte y más sabio a través de la adversidad.,Ik word sterker en wijzer door tegenspoed
Resilient,I find resilience in every trial and tribulation.,"My Diary,Arcade",I find resilience in every trial and tribulation,Je trouve de la résilience dans chaque épreuve et tribulation,Encuentro resiliencia en cada prueba y tribulación.,Ik vind veerkracht in elke beproeving en tegenslag
Resilient,I find resilient.,"My Diary,Arcade",I find resilient.,Je trouve résilient.,Me parece resiliente.,Ik vind veerkrachtig.
Resilient,You should be resilient,"My Diary,Arcade",You should be resilient,Tu devrais être résilient,Deberías ser resistente,Je moet veerkrachtig zijn
Resilient,I am resilient ,"My Diary,Arcade",I am resilient ,je suis résilient,soy resistente,Ik ben veerkrachtig
Happy,I am not unhappy,"My Diary,Arcade",I am not unhappy,Je ne suis pas malheureux,No estoy infeliz,Ik ben niet ongelukkig
Sad,I am not happy understand,"CallUs,my diary",I am not happy understand,Je ne suis pas content de comprendre,No estoy feliz entiende,Ik ben niet blij om te begrijpen
Happy,I am not sad,"My Diary,Arcade",I am not sad,Je ne suis pas triste,No estoy triste,Ik ben niet verdrietig
Hurt,My head is killing me.,"CallUs,Counselling",My head is killing me.,J'ai un mal de tête.,Me duele el estómago.,Ik heb mijn arm verwond.
Hurt,Why does my back hurt after sitting for a long time?,"CallUs,Counselling",Why does my back hurt after sitting for a long time,Pourquoi mon dos me fait-il mal après être resté assis longtemps ?,¿Por qué me duele la espalda después de estar sentado mucho tiempo?,Waarom doet mijn rug pijn na lang zitten?
Hurt,Why do my knees hurt when I climb stairs?,"CallUs,Counselling",Why do my knees hurt when I climb stairs,Pourquoi mes genoux me font-ils mal quand je monte les escaliers ?,¿Por qué me duelen las rodillas al subir escaleras?,Waarom doen mijn knieën pijn als ik de trap oploop?
Hurt,Why does my stomach hurt after eating certain foods?,"CallUs,Counselling",Why does my stomach hurt after eating certain foods,Pourquoi mon estomac me fait-il mal après avoir mangé certains aliments ?,¿Por qué me duele el estómago después de comer ciertos alimentos?,Waarom heb ik last van maagpijn na het eten van bepaalde voedingsmiddelen?
Hurt,Why does my head hurt when I skip meals?,"CallUs,Counselling",Why does my head hurt when I skip meals,Pourquoi j'ai mal à la tête quand je saute des repas,¿Por qué me duele la cabeza cuando me salto las comidas?,Waarom heb ik hoofdpijn als ik maaltijden oversla?
Hurt,Why do my joints hurt in cold weather?,"CallUs,Counselling",Why do my joints hurt in cold weather,Pourquoi mes articulations me font-elles mal par temps froid ?,¿Por qué me duelen las articulaciones cuando hace frío?,Waarom doen mijn gewrichten pijn bij koud weer?
Hurt,Why does my tooth hurt when I eat something sweet?,"CallUs,Counselling",Why does my tooth hurt when I eat something sweet,Pourquoi ma dent me fait-elle mal quand je mange quelque chose de sucré ?,¿Por qué me duele la muela cuando como algo dulce?,Waarom doet mijn tand pijn als ik iets zoets eet?
Hurt,Why does my shoulder hurt when I raise my arm?,"CallUs,Counselling",Why does my shoulder hurt when I raise my arm,Pourquoi mon épaule me fait-elle mal quand je lève le bras ?,¿Por qué me duele el hombro cuando levanto el brazo?,Waarom doet mijn schouder pijn als ik mijn arm optil?
Hurt,Why does my wrist hurt after typing all day?,"CallUs,Counselling",Why does my wrist hurt after typing all day,Pourquoi mon poignet me fait-il mal après avoir tapé toute la journée ?,¿Por qué me duele la muñeca después de escribir todo el día?,Waarom doet mijn pols pijn na de hele dag typen?
Hurt,Why does my neck hurt when I look down for too long?,"CallUs,Counselling",Why does my neck hurt when I look down for too long,Pourquoi mon cou me fait-il mal quand je regarde vers le bas trop longtemps ?,¿Por qué me duele el cuello cuando miro hacia abajo durante mucho tiempo?,Waarom doet mijn nek pijn als ik te lang naar beneden kijk?
Hurt,Why does my chest hurt when I breathe deeply?,"CallUs,Counselling",Why does my chest hurt when I breathe deeply,Pourquoi ma poitrine me fait-elle mal quand je respire profondément ?,¿Por qué me duele el pecho cuando respiro profundamente?,Waarom doet mijn borst pijn als ik diep ademhaal?
Hurt,Why does my ankle hurt when I walk on uneven ground?,"CallUs,Counselling",Why does my ankle hurt when I walk on uneven ground,Pourquoi ma cheville me fait-elle mal lorsque je marche sur un sol irrégulier ?,¿Por qué me duele el tobillo cuando camino sobre terreno irregular?,Waarom doet mijn enkel pijn als ik op oneffen grond loop?
Hurt,Why does my hip hurt after running?,"CallUs,Counselling",Why does my hip hurt after running,Pourquoi ma hanche me fait-elle mal après avoir couru ?,¿Por qué me duele la cadera después de correr?,Waarom doet mijn heup pijn na het hardlopen?
Hurt,Why does my elbow hurt when I lift something heavy?,"CallUs,Counselling",Why does my elbow hurt when I lift something heavy,Pourquoi mon coude me fait-il mal lorsque je soulève quelque chose de lourd ?,¿Por qué me duele el codo cuando levanto algo pesado?,Waarom doet mijn elleboog pijn als ik iets zwaars til?
Hurt,Why does my throat hurt when I swallow?,"CallUs,Counselling",Why does my throat hurt when I swallow,Pourquoi ma gorge me fait-elle mal quand j'avale ?,¿Por qué me duele la garganta al tragar?,Waarom doet mijn keel pijn als ik slik?
Hurt,Why does my back hurt when I wake up?,"CallUs,Counselling",Why does my back hurt when I wake up,Pourquoi j'ai mal au dos quand je me réveille,¿Por qué me duele la espalda cuando me despierto?,Waarom doet mijn rug pijn als ik wakker word?
Hurt,Why do my muscles hurt after working out?,"CallUs,Counselling",Why do my muscles hurt after working out,Pourquoi mes muscles me font-ils mal après l'entraînement ?,¿Por qué me duelen los músculos después de hacer ejercicio?,Waarom doen mijn spieren pijn na het sporten?
Hurt,Why does my eye hurt when I blink?,"CallUs,Counselling",Why does my eye hurt when I blink,Pourquoi mon œil me fait-il mal quand je cligne des yeux ?,¿Por qué me duele el ojo cuando parpadeo?,Waarom doet mijn oog pijn als ik knipper?
Hurt,Why does my skin hurt when I touch it?,"CallUs,Counselling",Why does my skin hurt when I touch it,Pourquoi ma peau me fait mal quand je la touche,¿Por qué me duele la piel cuando la toco?,Waarom doet mijn huid pijn als ik hem aanraak?
Hurt,Why does my stomach hurt during periods?,"CallUs,Counselling",Why does my stomach hurt during periods,Pourquoi j'ai mal au ventre pendant mes règles,¿Por qué me duele el estómago durante la menstruación?,Waarom heb ik buikpijn tijdens mijn menstruatie?
Hurt,Why does my foot hurt after standing all day?,"CallUs,Counselling",Why does my foot hurt after standing all day,Pourquoi mon pied me fait-il mal après être resté debout toute la journée ?,¿Por qué me duele el pie después de estar de pie todo el día?,Waarom doet mijn voet pijn na een hele dag staan?
Hurt,Why does my shoulder hurt while sleeping?,"CallUs,Counselling",Why does my shoulder hurt while sleeping,Pourquoi mon épaule me fait-elle mal pendant mon sommeil ?,¿Por qué me duele el hombro al dormir?,Waarom doet mijn schouder pijn tijdens het slapen?
Hurt,Why does my rib cage hurt when I cough?,"CallUs,Counselling",Why does my rib cage hurt when I cough,Pourquoi ma cage thoracique me fait-elle mal quand je tousse ?,¿Por qué me duele la caja torácica cuando toso?,Waarom doet mijn ribbenkast pijn als ik hoest?
Hurt,Why does my hand hurt after writing for hours?,"CallUs,Counselling",Why does my hand hurt after writing for hours,Pourquoi ma main me fait-elle mal après avoir écrit pendant des heures ?,¿Por qué me duele la mano después de escribir durante horas?,Waarom doet mijn hand pijn na urenlang schrijven?
Hurt,Why do my legs hurt after hiking?,"CallUs,Counselling",Why do my legs hurt after hiking,Pourquoi mes jambes me font-elles mal après une randonnée ?,¿Por qué me duelen las piernas después de hacer senderismo?,Waarom doen mijn benen pijn na het wandelen?
Hurt,Why does my ear hurt when I chew?,"CallUs,Counselling",Why does my ear hurt when I chew,Pourquoi mon oreille me fait mal quand je mâche,¿Por qué me duele el oído cuando mastico?,Waarom doet mijn oor pijn als ik kauw?
Hurt,Why does my neck hurt when I turn my head?,"CallUs,Counselling",Why does my neck hurt when I turn my head,Pourquoi mon cou me fait-il mal quand je tourne la tête ?,¿Por qué me duele el cuello cuando giro la cabeza?,Waarom doet mijn nek pijn als ik mijn hoofd draai?
Hurt,Why does my back hurt after carrying a heavy bag?,"CallUs,Counselling",Why does my back hurt after carrying a heavy bag,Pourquoi mon dos me fait-il mal après avoir porté un sac lourd ?,¿Por qué me duele la espalda después de cargar una bolsa pesada?,Waarom doet mijn rug pijn na het dragen van een zware tas?
Hurt,Why does my jaw hurt when I open my mouth wide?,"CallUs,Counselling",Why does my jaw hurt when I open my mouth wide,Pourquoi ma mâchoire me fait-elle mal quand j'ouvre grand la bouche ?,¿Por qué me duele la mandíbula cuando abro bien la boca?,Waarom doet mijn kaak pijn als ik mijn mond wijd open doe?
Hurt,Why does my finger hurt after playing guitar?,"CallUs,Counselling",Why does my finger hurt after playing guitar,Pourquoi mon doigt me fait-il mal après avoir joué de la guitare,¿Por qué me duele el dedo después de tocar la guitarra?,Waarom doet mijn vinger pijn na het gitaarspelen?
Hurt,Why does my knee hurt after squatting?,"CallUs,Counselling",Why does my knee hurt after squatting,Pourquoi mon genou me fait-il mal après m'être accroupi ?,¿Por qué me duele la rodilla después de hacer sentadillas?,Waarom doet mijn knie pijn na het hurken?
Hurt,Why does my stomach hurt during exercise?,"CallUs,Counselling",Why does my stomach hurt during exercise,Pourquoi j'ai mal au ventre pendant l'exercice,¿Por qué me duele el estómago al hacer ejercicio?,Waarom heb ik buikpijn tijdens het sporten?
Hurt,Why do my shoulders hurt when I do push-ups?,"CallUs,Counselling",Why do my shoulders hurt when I do push-ups,Pourquoi mes épaules me font-elles mal quand je fais des pompes ?,¿Por qué me duelen los hombros cuando hago flexiones?,Waarom doen mijn schouders pijn als ik push-ups doe?
Hurt,Why does my nose hurt after sneezing?,"CallUs,Counselling",Why does my nose hurt after sneezing,Pourquoi mon nez me fait-il mal après avoir éternué ?,¿Por qué me duele la nariz después de estornudar?,Waarom doet mijn neus pijn na het niezen?
Hurt,Why do my calves hurt after running?,"CallUs,Counselling",Why do my calves hurt after running,Pourquoi mes mollets me font-ils mal après avoir couru ?,¿Por qué me duelen las pantorrillas después de correr?,Waarom doen mijn kuiten pijn na het hardlopen?
Hurt,Why does my tongue hurt after eating spicy food?,"CallUs,Counselling",Why does my tongue hurt after eating spicy food,Pourquoi ma langue me fait-elle mal après avoir mangé des aliments épicés ?,¿Por qué me duele la lengua después de comer comida picante?,Waarom doet mijn tong pijn na het eten van pittig eten?
Hurt,Why do my hands hurt in cold weather?,"CallUs,Counselling",Why do my hands hurt in cold weather,Pourquoi mes mains me font-elles mal par temps froid ?,¿Por qué me duelen las manos cuando hace frío?,Waarom doen mijn handen pijn bij koud weer?
Hurt,Why does my wrist hurt when I play tennis?,"CallUs,Counselling",Why does my wrist hurt when I play tennis,Pourquoi mon poignet me fait-il mal quand je joue au tennis ?,¿Por qué me duele la muñeca cuando juego al tenis?,Waarom doet mijn pols pijn als ik tennis speel?
Hurt,Why does my back hurt after swimming?,"CallUs,Counselling",Why does my back hurt after swimming,Pourquoi j'ai mal au dos après avoir nagé,¿Por qué me duele la espalda después de nadar?,Waarom heb ik pijn in mijn rug na het zwemmen?
Hurt,Why does my leg hurt after sitting for a long time?,"CallUs,Counselling",Why does my leg hurt after sitting for a long time,Pourquoi ma jambe me fait-elle mal après être resté assis longtemps ?,¿Por qué me duele la pierna después de estar sentado mucho tiempo?,Waarom doet mijn been pijn na lang zitten?
Hurt,Why does my arm hurt after getting a vaccine?,"CallUs,Counselling",Why does my arm hurt after getting a vaccine,Pourquoi mon bras me fait-il mal après avoir reçu un vaccin ?,¿Por qué me duele el brazo después de recibir una vacuna?,Waarom doet mijn arm pijn na het krijgen van een vaccin?
Hurt,Why does my throat hurt after shouting?,"CallUs,Counselling",Why does my throat hurt after shouting,Pourquoi ma gorge me fait-elle mal après avoir crié ?,¿Por qué me duele la garganta después de gritar?,Waarom doet mijn keel pijn na het schreeuwen?
Hurt,Why does my foot hurt after wearing new shoes?,"CallUs,Counselling",Why does my foot hurt after wearing new shoes,Pourquoi mon pied me fait-il mal après avoir porté de nouvelles chaussures ?,¿Por qué me duele el pie después de usar zapatos nuevos?,Waarom doet mijn voet pijn na het dragen van nieuwe schoenen?
Hurt,Why does my back hurt after gardening?,"CallUs,Counselling",Why does my back hurt after gardening,Pourquoi j'ai mal au dos après avoir jardiné,¿Por qué me duele la espalda después de hacer jardinería?,Waarom heb ik pijn in mijn rug na het tuinieren?
Hurt,Why does my shoulder hurt after throwing a ball?,"CallUs,Counselling",Why does my shoulder hurt after throwing a ball,Pourquoi mon épaule me fait-elle mal après avoir lancé une balle ?,¿Por qué me duele el hombro después de lanzar una pelota?,Waarom doet mijn schouder pijn na het gooien van een bal?
Hurt,Why does my head hurt after reading for too long?,"CallUs,Counselling",Why does my head hurt after reading for too long,Pourquoi ai-je mal à la tête après avoir lu trop longtemps ?,¿Por qué me duele la cabeza después de leer demasiado tiempo?,Waarom doet mijn hoofd pijn na te lang lezen?
Hurt,Why does my ankle hurt after twisting it?,"CallUs,Counselling",Why does my ankle hurt after twisting it,Pourquoi ma cheville me fait-elle mal après une torsion ?,¿Por qué me duele el tobillo después de torcerlo?,Waarom doet mijn enkel pijn nadat ik hem heb verdraaid?
Hurt,Why does my back hurt during pregnancy?,"CallUs,Counselling",Why does my back hurt during pregnancy,Pourquoi j'ai mal au dos pendant la grossesse,¿Por qué me duele la espalda durante el embarazo?,Waarom heb ik last van rugpijn tijdens de zwangerschap?
Hurt,Why does my stomach hurt after drinking coffee?,"CallUs,Counselling",Why does my stomach hurt after drinking coffee,Pourquoi j'ai mal au ventre après avoir bu du café,¿Por qué me duele el estómago después de tomar café?,Waarom heb ik last van maagpijn na het drinken van koffie?
Hurt,Why does my hand hurt after using a mouse?,"CallUs,Counselling",Why does my hand hurt after using a mouse,Pourquoi ma main me fait-elle mal après avoir utilisé une souris ?,¿Por qué me duele la mano después de usar el mouse?,Waarom doet mijn hand pijn na het gebruik van een muis?
Hurt,Why do my ears hurt after a loud concert?,"CallUs,Counselling",Why do my ears hurt after a loud concert,Pourquoi mes oreilles me font-elles mal après un concert bruyant ?,¿Por qué me duelen los oídos después de un concierto ruidoso?,Waarom doen mijn oren pijn na een luid concert?
Hurt,Why does rejection hurt so much?,"CallUs,Counselling",Why does rejection hurt so much,Pourquoi le rejet fait-il si mal ?,¿Por qué duele tanto el rechazo?,Waarom doet afwijzing zo'n pijn?
Hurt,Why does losing a loved one hurt deeply?,"CallUs,Counselling",Why does losing a loved one hurt deeply,Pourquoi la perte d'un être cher fait-elle très mal ?,¿Por qué duele profundamente perder a un ser querido?,Waarom doet het verlies van een geliefde zoveel pijn?
Hurt,Why do harsh words hurt more than silence?,"CallUs,Counselling",Why do harsh words hurt more than silence,Pourquoi les mots durs font plus mal que le silence,¿Por qué las palabras duras duelen más que el silencio?,Waarom harde woorden meer pijn doen dan stilte
Hurt,Why does being ignored hurt more than being yelled at?,"CallUs,Counselling",Why does being ignored hurt more than being yelled at,Pourquoi être ignoré fait plus mal que se faire crier dessus,¿Por qué duele más que te ignoren que que te griten?,Waarom doet genegeerd worden meer pijn dan tegen je geschreeuwd worden?
Hurt,Why does betrayal hurt so deeply?,"CallUs,Counselling",Why does betrayal hurt so deeply,Pourquoi la trahison fait-elle si mal ?,¿Por qué la traición duele tan profundamente?,Waarom doet verraad zo'n pijn?
Hurt,Why do breakups hurt even after months?,"CallUs,Counselling",Why do breakups hurt even after months,Pourquoi les ruptures font-elles mal même après des mois,¿Por qué las rupturas duelen incluso después de meses?,"Waarom doen breuken nog steeds pijn, zelfs na maanden?"
Hurt,Why does loneliness hurt?,"CallUs,Counselling",Why does loneliness hurt,Pourquoi la solitude fait-elle mal ?,¿Por qué duele la soledad?,Waarom doet eenzaamheid pijn?
Hurt,Why do I feel hurt after a small argument?,"CallUs,Counselling",Why do I feel hurt after a small argument,Pourquoi est-ce que je me sens blessé après une petite dispute,¿Por qué me siento herido después de una pequeña discusión?,Waarom voel ik me gekwetst na een kleine ruzie?
Hurt,Why does unrequited love hurt so much?,"CallUs,Counselling",Why does unrequited love hurt so much,Pourquoi l'amour non partagé fait-il si mal ?,¿Por qué duele tanto el amor no correspondido?,Waarom doet onbeantwoorde liefde zoveel pijn?
